number,title,category,dept,question,answer,comment
986,건축과 취업,입시 상담,건축과,주로 취업은 어디 쪽으로 하나요? 학점 관리 잘한다는 기준에서요!,"건축안에도 길이 많아요 설계쪽으로 간다면 아마 설계사무소 취업하고,  시공쪽으로 간다면 회사에 들어가겠죠? 잘 간다면 우리가 흔히 들어본 기업에 갈수도 있구요. 그리고 생산직과 사무직으로도 나눠져있어서 어디로 취업할지는 학교다니는 3년동안 건축에 대해 공부하면서 적성에 맞는곳을 가면됩니다! 확실한건 취업이 안되는 과는 아니죠",None
987,정시 영어,입시 상담,전체,영어 2등급 16점  3등급 12점  4등급 8점 이런식으로 가산점을 매기는데 3등급이랑 4등급이랑 차이 많이 나나요?,점수만큼 나요 작년 컷 보고 계산해보세요,None
988,이번에 재료공학과 최초합 했는데 문과에요..,전공/진로,금속재료과,"인하공전 이름만 보고 내신 맞춰서 원서 넣었는데 붙었어요…
뼈문과인데 많이 힘들까요",특성화 관광과 나와서 아무것도 모르는상태로 기계과 와서 잘 하고있어요 전 열심히 하세유,None
988,이번에 재료공학과 최초합 했는데 문과에요..,전공/진로,금속재료과,"인하공전 이름만 보고 내신 맞춰서 원서 넣었는데 붙었어요…
뼈문과인데 많이 힘들까요",화학하고 금속 관련으로 지식을 집어넣는 곳이라 보면 됩니다.,[답변자]좀 힘들긴 한데 어려울껀 없어요
989,취업,입시 상담,토목환경공학과,취업 잘 되나요?,아니요...요용요텨요요요입니다유유유ㅠㄴ,[질문자]ㅠㅠ
989,취업,입시 상담,토목환경공학과,취업 잘 되나요?,토목지금 공기업티오 모든과 통틀어 가장많음,[질문자]토목과 기계 중 하나를 택한다면 기계겠죠?;[답변자]넵 당연히
990,답변 부탁드립니다,입시 상담,전체,"이번에 수시1차에 메카트로닉스과를 지원한 학생입니다. 예비번호 42번 나왔습니다.
합격가능성 있을까요? 수시2차에 다시 넣을까요? 
이번년도 경쟁률 5점대 이고요 30명 뽑습니다.
그리고 저번년도에는 경쟁률 9점대 였습니다.
그리고 예비번호는 86번 이였습니다.  답변 부탁드립니다.",그걸 에타에 다~~ 물보는데 이걸 우리가 우째아노!,None
991,인공 한양 중 추천해주세요!,입시 상담,비서과,"일단 인공은 최초합이고 한양은 예비 한자리수입니다 
인공 과제가 진짜 많다고 들어서 그냥 한양을 가서 성적을 잘 유지하는게 어떤가 생각중이에요 ㅠㅠ 근데 인공 붙으신 분들이 거의 인공을 가셔서 ㅠㅠ 하.. 고민입니다 한양은 서울에 있기도 하고... 단지 인공은 네임벨류가 있어서 가고싶은거라 ㅠㅠ 취업할 때 어떤게 더 좋을까요? 재학생분들 졸업하신 분들의 솔직한 의견이 궁금해요!!",근데 어딜가나 힘들고 취업은 본인이 하는만큼 가는건데..뭐 선택잘하고 가세요ㅎㅎ,[질문자]맞네용.. 제가 하는만큼 결과가 나오는 것 같아요 답변 주셔서 감사합니당 ㅎㅎ
991,인공 한양 중 추천해주세요!,입시 상담,비서과,"일단 인공은 최초합이고 한양은 예비 한자리수입니다 
인공 과제가 진짜 많다고 들어서 그냥 한양을 가서 성적을 잘 유지하는게 어떤가 생각중이에요 ㅠㅠ 근데 인공 붙으신 분들이 거의 인공을 가셔서 ㅠㅠ 하.. 고민입니다 한양은 서울에 있기도 하고... 단지 인공은 네임벨류가 있어서 가고싶은거라 ㅠㅠ 취업할 때 어떤게 더 좋을까요? 재학생분들 졸업하신 분들의 솔직한 의견이 궁금해요!!",인하공전이용~~ 저도 한여 붙었는데 인공 왔어요 만족도 최상입니당,[질문자]그렇군용!! 답변 감사합니당~~
991,인공 한양 중 추천해주세요!,입시 상담,비서과,"일단 인공은 최초합이고 한양은 예비 한자리수입니다 
인공 과제가 진짜 많다고 들어서 그냥 한양을 가서 성적을 잘 유지하는게 어떤가 생각중이에요 ㅠㅠ 근데 인공 붙으신 분들이 거의 인공을 가셔서 ㅠㅠ 하.. 고민입니다 한양은 서울에 있기도 하고... 단지 인공은 네임벨류가 있어서 가고싶은거라 ㅠㅠ 취업할 때 어떤게 더 좋을까요? 재학생분들 졸업하신 분들의 솔직한 의견이 궁금해요!!",네임벨류는 항운이 가지고있는거지 비서가 가진게 아님 그것만 보고 오는거면 생각 없는거,[질문자]인하공전은 거의 모두가 아시길래 네임벨류가 있다고 생각했어요 답변 감사합니당
991,인공 한양 중 추천해주세요!,입시 상담,비서과,"일단 인공은 최초합이고 한양은 예비 한자리수입니다 
인공 과제가 진짜 많다고 들어서 그냥 한양을 가서 성적을 잘 유지하는게 어떤가 생각중이에요 ㅠㅠ 근데 인공 붙으신 분들이 거의 인공을 가셔서 ㅠㅠ 하.. 고민입니다 한양은 서울에 있기도 하고... 단지 인공은 네임벨류가 있어서 가고싶은거라 ㅠㅠ 취업할 때 어떤게 더 좋을까요? 재학생분들 졸업하신 분들의 솔직한 의견이 궁금해요!!",위에 네임벨류 항운이 가지고 있다고는 하는데 솔직히 말해서 한양여대랑 인공을 두고 봤을 때 무슨과에 재학중이든 '인하공전' 하면 모든 어른들이 다 아는 대학이에요 그리고 제일 현실적인거는 취업률을 보는게 맞는거 같아요 본인 최종 목표는 취업이니까 어느 학교가 본인이 원하는 회사나 직업에 더 많이 갈수있는 루트인지 보는게 좋아요,[질문자]현실적으로 잘 알려주셔서 감동먹었어요.. ㅜㅜ 덕분에 도움이 많이 되었습니다 ⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝ 감사합니다 :)
991,인공 한양 중 추천해주세요!,입시 상담,비서과,"일단 인공은 최초합이고 한양은 예비 한자리수입니다 
인공 과제가 진짜 많다고 들어서 그냥 한양을 가서 성적을 잘 유지하는게 어떤가 생각중이에요 ㅠㅠ 근데 인공 붙으신 분들이 거의 인공을 가셔서 ㅠㅠ 하.. 고민입니다 한양은 서울에 있기도 하고... 단지 인공은 네임벨류가 있어서 가고싶은거라 ㅠㅠ 취업할 때 어떤게 더 좋을까요? 재학생분들 졸업하신 분들의 솔직한 의견이 궁금해요!!","인하공전 한양여대 둘 다 네임이 어느정도 있어서 고민 많이 될 것 같아요 !! ,,, 저는 비서과 인하공전만 지원했어요 ! 과제가 물론 많아요 정말 ㅠㅠ 하지만 그렇기 때문에 인하공전 학생이 취업하면 더 알아주고 인정해주시는 것 같아요 !

과제가 많으면 자연스럽게 실력이 올라가요 ,, 정말 무인도에 던져 놓은 느낌이지만 그 나름대로 살아보려고 발버둥 치다가 자기자신도 모르게 엄청나게 성장해 있는걸 딱 느낄 수 있습니다 ,,, ! 대학은 네임도 정말 중요하지만 결국 자기 나름대로에요 !!! 저는 과제에 치여서 조금 힘들고 많이 울기도 했엏지만, 여기 온 걸 절대로 후회하지 않아요 큰 도움이 되길 바라요 :)",None
992,석유화학쪽 대기업을 지망하면 울산이나 여수에 있는 대학을 가야할까요?,입시 상담,화공환경과,취업 현황 보니 대부분 제약이나 바이오쪽으로 가더라구요... 인천 사는데 조선이공대 울산과학대 이런데로 가야할까요,"저 화공과인데 정유석화기업과의 산학인턴은 없습니다. 본인이 석화기업 희망하면 여수나 울산쪽이 더 좋을 수도 있어요. 그러면 여기서는 석화기업 못가냐 이건 아닌데, 아무래도 인천에는 바이오 특화단지가 있어서 그쪽 영향도 없는 것 같지는 않아요. 물론 본인이 여기와서 학점 관리 잘하고 자격증 잘 따면 당연히 갈 수 있습니다. 근데 제가 얼핏 본 기억으로는 울과대 홈페이지에 석화 기업이랑 산학체결되어 있다고 나와있던데 지금은 잘 모르겠네요. 한 번 확인해보시고 본인이 잘 생각해서 판단하세요. 중요한 건 어딜 가든 학점 자격증 관리 잘하면 정유석화 갈 수 있어요. 근데 제 생각으로는 인천사는데 굳이 아랫지방까지 내려갈 필요는 없다고 보네요.",None
992,석유화학쪽 대기업을 지망하면 울산이나 여수에 있는 대학을 가야할까요?,입시 상담,화공환경과,취업 현황 보니 대부분 제약이나 바이오쪽으로 가더라구요... 인천 사는데 조선이공대 울산과학대 이런데로 가야할까요,인천살면 그냥 삼바오세요...~~~~~~~~,None
993,인공 호경 어떤가요??,대학 생활,호텔경영과,"연성대 인하공전 둘다 호텔로 붙었는데 어디가 더 좋을지 고민되네요,,",저도 두개 다 합격했는데 인공으로 왔습니당,[질문자]이유 알려주실 수 있으신가욤..?
993,인공 호경 어떤가요??,대학 생활,호텔경영과,"연성대 인하공전 둘다 호텔로 붙었는데 어디가 더 좋을지 고민되네요,,","저라면 인공이요
네임밸류나 위치나 전통이나 인공이 더 낫다고 생각해요!
취업률이랑 커리큘럼보고 후회 없이 원하는 곳 가세요!!",[질문자]넵 감사합니다!! 혹시 인공 학점따기 괜찮은지 알려주실 수 있나요..ㅠㅠ?
993,인공 호경 어떤가요??,대학 생활,호텔경영과,"연성대 인하공전 둘다 호텔로 붙었는데 어디가 더 좋을지 고민되네요,,",연성대 친구들이 인하공전 부러워 할거에요,[질문자]👍👍
993,인공 호경 어떤가요??,대학 생활,호텔경영과,"연성대 인하공전 둘다 호텔로 붙었는데 어디가 더 좋을지 고민되네요,,",ㅎ 인공이요.. 연성대 호텔 다니는 애들 별루임.. 양아치도 개많던데요,None
994,인하공전 정시 입시요망 이해가 안되요..ㅜ,기타,건축공학과,건축과 보니까 정시가 120정도면 붙을거같은데 이게 원점수를 더해서 계산하는건가요..? 정시 모집방법좀 알려주세용..,None,None
995,예비 10번대 초반인데 2차 준비하는게 좋을까요ㅠ,기타,비서과,작년에 19번까지 빠졌어요,이번에 얼마나 빠질지는 사실 모르죠. 준비 하는게 안하는거 보다는 나을 것 같아요,None
995,예비 10번대 초반인데 2차 준비하는게 좋을까요ㅠ,기타,비서과,작년에 19번까지 빠졌어요,혹시 모르니 해보세용 작년이랑 달라질 수 있어요,None
995,예비 10번대 초반인데 2차 준비하는게 좋을까요ㅠ,기타,비서과,작년에 19번까지 빠졌어요,원래 한자리수만 빠지는데 작년이 좀 이례적이었어서 올해는 어떻게 될 지 모르니까 준비하시는게 좋을 것 같아요,None
996,내신,입시 상담,호텔경영과,합격하신분들 평균 내신등급이 어떻게 되시나요? 알려주시면 감사하겠습니다!,네이버에 인공 수시등급 치면 다 나오는데 찾아보세요 그리고 이번에 내신산출 방법 달라져서 등급 올라갈 예정입니다,None
996,내신,입시 상담,호텔경영과,합격하신분들 평균 내신등급이 어떻게 되시나요? 알려주시면 감사하겠습니다!,네이버에 검색하시면  다 나옵니다 찾아보세요 ~,None
997,인공 산업디자인과 어떤가요?,대학 생활,산업디자인과(예체능),"이번에 인하공전 산업디자인과 최초합을 했는데
재학생이신분들 후기를 듣고싶습니다..  인공 산디과 어떤가요?",질문자님께서 어떤 것을 배우고 싶으세요? 아니면 어떤 부분이 궁금하신 지 구체적으로 써주시면 아는 대로 답변 해드리겠습니다.,"[질문자]우선  답변해주셔서 매우 감사드립니다 !
다름이 아니라 산디과 입학을 위한 준비과정, 또 인공 산디과 교육과정에 대해 궁금한 점이 있어 여쭤보려고 하는데, 

1.  시디과는 주로 컴퓨터를 다뤄서 드로잉이나 프로그램 공부를 어느정도 예습하고 가면 도움이 되는 것으로 알고있는데, 산디과도 동일한 부분인가요?

2.  그리고 아무래도 산업디자인이다 보니 교육과정에 도자기를 만드는 과정도 포함되어 있던것으로 기억하는데 이 부분은 굳이 예습까지는 하지 않아도 되나요? 

3. 산디과를 비롯한 전 과에 필수 교양 과목을 보면 영어회화가 있던데 많이 어렵나요..? 영어를 하나도 몰라서 기초부터 공부하려 하는데 기존 고등학교 영어수업과의 차이는 어떤지 궁금합니다 ! ( 다른 수업보다 영어회화 수업을 제일 걱정하고 있어서 질문드렸습니다ㅠㅠ  );[답변자]1. 인공 산디과 같은 경우에도 프로그램(컴퓨터)를 많이 다룹니다. 어느정도 예습하면 도움은 당연히 되겠죠? 아직 1학년이지만, 제가 느낀 바로는 굳이 예습 안 해도 충분히 수업 따라올 수 있다고 생각해요. 하나부터 차근차근 알려주시기 때문에 너무 걱정 안 하셔도 될 거 같애요. 오토데스크사 캐드 프로그램은 조금 예습하면 수월하지 않을까 생각이 듭니다!(만약에 내년에도 올해와 같은 교수님이라는 전제하에 말씀드리는 거에요.)

2. 도자기 수업 같은 경우에는 전혀 예습이 필요 없다고 생각해요. 이 과목도 마찬가지로 하나부터 차근차근 알려주시고요, 학생분들도 다 처음이기때문에 걱정 덜으셔도 될 거 같애요! 

3. 지금 영어회화 듣고 있는데 전혀 어렵지 않아요! 기초부터 배웁니다. 외국인 교수님이시고, 과목 특성상 영어로만 말씀하시는 거 같애요. 그렇지만 꼭 이해해야하거나 중요한 부분들은 최대한 알아듣기 쉽게 얘기하시는 거 같애요. 중학교 영어 잘 따라오셨다면 괜찮지않을까 생각이 듭니다. 완전 백지라면 어느정도 영어 알아들을 수 정도만 공부하시면 되지 않을까 싶어요!

도움이 되는 답변이었으면 좋겠네요! 추가적으로 더 질문이 있으실까요?

(덧붙여서 이 글을 질문자님께서도 보실거고, 인공 산디과를 고민하는 학생분들도 보실 거 같애요. 학과 선택에 도움이 되면 좋겠어서 적습니다. 산업디자인과 특성상 포괄적으로 대부분 디자인과 분야를 포함하고 있는 과예요. 그렇다보니 커리큘럼을 보면 아시겠지만 정말 다양하게 배워요. 인공 산디과에 와서 여러 프로그램들과 기초실기, 세라믹 등을 배우며 디자인 관련 진로의 폭을 넓히고 싶다면 추천드립니다. 이와 반대로 어느 특정 한 디자인분야만 깊게 파고 싶다면 비추천해요. 예를 들어 시각디자인쪽으로 처음부터 깊게 배우고 싶다면 다른 학교 가시는 게 낫지 않을까 라는 제 개인적인 생각입니다. 제 주관적인 생각이기에 참고만 해주시기 바랍니다. 고민과 선택을 잘 하셔서 자신에게 맞는 학교로 꼭 가시길 바래요.);[질문자]와… 너무 정성스러운 답변 남겨주셔서 감동 받았습니다 .. ㅠㅠ ! 인하공전 산디과로 최종등록 할 예정이라 궁금한 점이 많았는데 이렇게 자세하게 답변해주시다니..정말 감사합니다 !! 혹시 추가적으로 한 가지만 더 여쭤봐도 될까요? 디자인과 입학 준비하면서 기기도 함께 알아보고 있는 중인데, 노트북의 경우 윈도우,맥 중 어느 운영체제가 산디과 수업 듣는데에 좀 더 효율적인지 궁금합니다!;[답변자]노트북 사실거면 윈도우 추천합니다! 여러 프로그램을 다루다보니 맥북 사시면 불편할 거에요. 

그러면 내년에 뵐 수 있겠네요! 인공 산디과 최초합 축하드려요! :)"
